"spp","long","lat","He","He_harm","He_harm2","He_harm3","Source","Marker","min_dist","He_harm_w","He_harm2_w","He_harm3_w","ID","sp_name_std_v1","Article_ID","Study_ID","Type","Param","Trend","SHIFT","UNIT","DUR","v.lat.mean","v.ele.mean","trend.mean","START","END","Sampling","Uncertainty_Distribution","Uncertainty_Parameter","Nperiodes","N","Grain_size","Data","ID.area","group","Hemisphere","SHIFT_abs","velocity","vel_sign","Name","Article","DOI","LatCentDeg","LonCentDeg","Areakm2","LatExtentk","EleExtentm","Eleminm","Elemaxm","Elemeanm","Extent","NtempUnits","LogNtempUnits","Grain","ContinuousGrain","Quality","PrAb","StartF","ExtentF","AreaF","NtaxaF","obs_ID","Kingdom","Phylum","Class","Order","Family","Genus","Group","ECO","centroid.x","centroid.y","max_lat.x","max_lat.y","min_lat.x","min_lat.y","shift_sign","shift_vel_sign","lag","lag2","lag3"
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",1084006.08374218,0.570422535211268,0.269583641404669,-0.677946663622311,"A10_P1","Setophaga pinus","A10","P1","LAT","O","-1.9",-1.9,"km/year",30,1.0197,NA,0.02524232,1975,2004,NA,"OPPORTUNISTIC","yes",10,254,"large","abundance-based",6.72705177243856,"vertebrate","N",1.9,1.0197,"pos","A10_P1","LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,2740.96,10,2.30258509299405,"large",3,"RAW","abundance","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","(99,277]","S300","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,"neg","negpos",2.9197,1.0197,0
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",936493.966827049,0.570422535211268,0.269583641404669,-0.677946663622311,"A107_P1","Setophaga pinus","A107","P1","LAT","O","-8.75",-0.4375,"km/year",20,2.158332,NA,0.02469162,1985.5,2004.5,"TWO","PROCESSED","no",2,41,"large","occurrence-based",3.35126036010312,"vertebrate","N",0.4375,2.158332,"pos","A107_P1","Kreuser_2013_Thesis","n/a",-85.73095,44.87477,250486.84,716.86,1826.07,8.96,1835.04,364.21,716.86,2,0.693147180559945,"large",3,"BALANCED","occurrence","(1.97e+03,1.99e+03]","[33.8,880]","(4.85,31.3]","[1,99]","S1260","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-85.73095291,44.8747736,-88.3698620000312,48.3060629997077,-84.805971999708,41.6961180003455,"neg","negpos",2.595832,2.158332,0
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",1310299.28741042,0.570422535211268,0.269583641404669,-0.677946663622311,"A107_P1","Setophaga pinus","A107","P1","LAT","LE","75.79",3.7895,"km/year",20,2.158332,NA,0.02469162,1985.5,2004.5,"TWO","PROCESSED","no",2,41,"large","occurrence-based",3.35126036010312,"vertebrate","N",3.7895,2.158332,"pos","A107_P1","Kreuser_2013_Thesis","n/a",-85.73095,44.87477,250486.84,716.86,1826.07,8.96,1835.04,364.21,716.86,2,0.693147180559945,"large",3,"BALANCED","occurrence","(1.97e+03,1.99e+03]","[33.8,880]","(4.85,31.3]","[1,99]","S1323","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-85.73095291,44.8747736,-88.3698620000312,48.3060629997077,-84.805971999708,41.6961180003455,"pos","pospos",-1.631168,-1.631168,0
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",936493.966827049,0.570422535211268,0.269583641404669,-0.677946663622311,"A108_P1","Setophaga pinus","A108","P1","LAT","O","44.03",1.7612,"km/year",25,2.309644,NA,0.0260136,1984.5,2008.5,"TWO","PROCESSED","yes",2,71,"moderate","occurrence-based",3.35126036010312,"vertebrate","N",1.7612,2.309644,"pos","A108_P1","Batford_2010_Thesis","n/a",-85.73095,44.87477,250486.84,716.86,1826.07,8.96,1835.04,364.21,716.86,2,0.693147180559945,"moderate",2,"RESURVEYED","occurrence","(1.97e+03,1.99e+03]","[33.8,880]","(4.85,31.3]","[1,99]","S1334","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-85.73095291,44.8747736,-88.3698620000312,48.3060629997077,-84.805971999708,41.6961180003455,"pos","pospos",0.548444,0.548444,0.548444
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",614365.652960434,0.570422535211268,0.269583641404669,-0.677946663622311,"A108_P1","Setophaga pinus","A108","P1","LAT","TE","94.66",3.7864,"km/year",25,2.309644,NA,0.0260136,1984.5,2008.5,"TWO","PROCESSED","yes",2,71,"moderate","occurrence-based",3.35126036010312,"vertebrate","N",3.7864,2.309644,"pos","A108_P1","Batford_2010_Thesis","n/a",-85.73095,44.87477,250486.84,716.86,1826.07,8.96,1835.04,364.21,716.86,2,0.693147180559945,"moderate",2,"RESURVEYED","occurrence","(1.97e+03,1.99e+03]","[33.8,880]","(4.85,31.3]","[1,99]","S1404","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-85.73095291,44.8747736,-88.3698620000312,48.3060629997077,-84.805971999708,41.6961180003455,"pos","pospos",-1.476756,-1.476756,0
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",1550668.80136383,0.570422535211268,0.269583641404669,-0.677946663622311,"A110_P1","Setophaga pinus","A110","P1","ELE","O","4.301",0.2048095,"m/year",21,4.157825,10.5773,0.03774011,1983,2003,"TWO","OPPORTUNISTIC","yes",2,135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",0.2048095,10.5773,"pos","A110_P1","Greenlee_2012_Thesis","n/a",-86.0461,50.45795,994723.88,1566.97,2668.91,0,2668.91,597.24,2668.91,2,0.693147180559945,"moderate",2,"RAW","occurrence","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","(99,277]","S1812","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,"pos","pospos",10.3724905,10.3724905,10.3724905
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",2266956.03568931,0.570422535211268,0.269583641404669,-0.677946663622311,"A110_P1","Setophaga pinus","A110","P1","LAT","LE","216.433",10.30633,"km/year",21,4.157825,10.5773,0.03774011,1983,2003,"TWO","OPPORTUNISTIC","yes",2,135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",10.30633,4.157825,"pos","A110_P1","Greenlee_2012_Thesis","n/a",-86.0461,50.45795,994723.88,1566.97,2668.91,0,2668.91,597.24,1566.97,2,0.693147180559945,"moderate",2,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(99,277]","S1863","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,"pos","pospos",-6.148505,-6.148505,0
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",1550668.80136383,0.570422535211268,0.269583641404669,-0.677946663622311,"A110_P1","Setophaga pinus","A110","P1","LAT","O","7.778",0.370381,"km/year",21,4.157825,10.5773,0.03774011,1983,2003,"TWO","OPPORTUNISTIC","yes",2,135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",0.370381,4.157825,"pos","A110_P1","Greenlee_2012_Thesis","n/a",-86.0461,50.45795,994723.88,1566.97,2668.91,0,2668.91,597.24,1566.97,2,0.693147180559945,"moderate",2,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(99,277]","S1951","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,"pos","pospos",3.787444,3.787444,3.787444
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",2266956.03568931,0.570422535211268,0.269583641404669,-0.677946663622311,"A110_P2","Setophaga pinus","A110","P2","LAT","LE","173.31",8.252857,"km/year",21,4.157825,NA,0.03774011,1983,2003,"TWO","OPPORTUNISTIC","yes",2,135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",8.252857,4.157825,"pos","A110_P2","Greenlee_2012_Thesis","n/a",-86.0461,50.45795,994723.88,1566.97,2668.91,0,2668.91,597.24,1566.97,2,0.693147180559945,"moderate",2,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(99,277]","S2032","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,"pos","pospos",-4.095032,-4.095032,0
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",1298409.06201485,0.570422535211268,0.269583641404669,-0.677946663622311,"A122_P1","Setophaga pinus","A122","P1","LAT","O","-52",-1.3,"km/year",40,1.960697,NA,0.03284793,1966,2005,"CONTINUOUS","PROCESSED","no",40,290,"large","abundance-based",7.00895987073912,"vertebrate","N",1.3,1.960697,"pos","A122_P1","NationalAudubonSociety_2009","n/a",-100.59804,42.16185,10089821.86,4085.43,5835.83,0,5835.83,671.75,4085.43,40,3.68887945411394,"large",3,"RESURVEYED","abundance","(1.94e+03,1.97e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","(277,1.33e+03]","S4330","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-100.5980377,42.16184606,-146.01895861295,62.4869744822866,-80.9158458881772,24.7674231236783,"neg","negpos",3.260697,1.960697,0
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",1508880.69698855,0.570422535211268,0.269583641404669,-0.677946663622311,"A17_P1","Setophaga pinus","A17","P1","ELE","LE","-3.5",-0.1666667,"m/year",21,0.8090054,5.143748,0.02959799,1982.5,2002.5,"TWO","PROCESSED","yes",2,129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",0.1666667,5.143748,"pos","A17_P1","Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",-75.49951,42.93768,126379.43,490.15,2668.91,0,2668.91,176,2668.91,2,0.693147180559945,"moderate",2,"RESURVEYED","occurrence","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","(4.85,31.3]","(99,277]","S15875","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,"neg","negpos",5.3104147,5.143748,0
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",1508880.69698855,0.570422535211268,0.269583641404669,-0.677946663622311,"A17_P1","Setophaga pinus","A17","P1","LAT","LE","127",6.047619,"km/year",21,0.8090054,5.143748,0.02959799,1982.5,2002.5,"TWO","PROCESSED","yes",2,129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",6.047619,0.8090054,"pos","A17_P1","Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",-75.49951,42.93768,126379.43,490.15,2668.91,0,2668.91,176,490.15,2,0.693147180559945,"moderate",2,"RESURVEYED","occurrence","(1.97e+03,1.99e+03]","[33.8,880]","(4.85,31.3]","(99,277]","S15789","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,"pos","pospos",-5.2386136,-5.2386136,0
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",1239204.68085425,0.570422535211268,0.269583641404669,-0.677946663622311,"A17_P1","Setophaga pinus","A17","P1","LAT","O","-0.72",-0.03428571,"km/year",21,0.8090054,5.143748,0.02959799,1982.5,2002.5,"TWO","PROCESSED","yes",2,129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",0.03428571,0.8090054,"pos","A17_P1","Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",-75.49951,42.93768,126379.43,490.15,2668.91,0,2668.91,176,490.15,2,0.693147180559945,"moderate",2,"RESURVEYED","occurrence","(1.97e+03,1.99e+03]","[33.8,880]","(4.85,31.3]","(99,277]","S15821","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,"neg","negpos",0.84329111,0.8090054,0
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",1239204.68085425,0.570422535211268,0.269583641404669,-0.677946663622311,"A17_P1","Setophaga pinus","A17","P1","ELE","O","53",2.52381,"m/year",21,0.8090054,5.143748,0.02959799,1982.5,2002.5,"TWO","PROCESSED","yes",2,129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",2.52381,5.143748,"pos","A17_P1","Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",-75.49951,42.93768,126379.43,490.15,2668.91,0,2668.91,176,2668.91,2,0.693147180559945,"moderate",2,"RESURVEYED","occurrence","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","(4.85,31.3]","(99,277]","S15985","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,"pos","pospos",2.619938,2.619938,2.619938
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",1239204.68085425,0.570422535211268,0.269583641404669,-0.677946663622311,"A17_P1","Setophaga pinus","A17","P1","ELE","O","-1.1",-0.05238095,"m/year",21,0.8090054,5.143748,0.02959799,1982.5,2002.5,"TWO","PROCESSED","yes",2,129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",0.05238095,5.143748,"pos","A17_P1","Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",-75.49951,42.93768,126379.43,490.15,2668.91,0,2668.91,176,2668.91,2,0.693147180559945,"moderate",2,"RESURVEYED","occurrence","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","(4.85,31.3]","(99,277]","S15759","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,"neg","negpos",5.19612895,5.143748,0
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",1239204.68085425,0.570422535211268,0.269583641404669,-0.677946663622311,"A17_P1","Setophaga pinus","A17","P1","LAT","O","22.67",1.079524,"km/year",21,0.8090054,5.143748,0.02959799,1982.5,2002.5,"TWO","PROCESSED","yes",2,129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",1.079524,0.8090054,"pos","A17_P1","Zuckerberg_al_2009_GCB","10.1111/j.1365-2486.2009.01878.x",-75.49951,42.93768,126379.43,490.15,2668.91,0,2668.91,176,490.15,2,0.693147180559945,"moderate",2,"RESURVEYED","occurrence","(1.97e+03,1.99e+03]","[33.8,880]","(4.85,31.3]","(99,277]","S15929","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,"pos","pospos",-0.2705186,-0.2705186,0
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",1408601.45234707,0.570422535211268,0.269583641404669,-0.677946663622311,"A214_P1","Setophaga pinus","A214","P1","LAT","TE","124.502697",6.552774,"km/year",19,1.7388,NA,0.0368365,1986,2004,"TWO","PROCESSED","yes",2,34,"moderate","occurrence-based",6.89508717633063,"vertebrate","N",6.552774,1.7388,"pos","A214_P1","Coristine_al_2015_EE","10.1002/ece3.1683",-98.25898,40.82978,9199076.56,2975.94,5044.43,0,5044.43,725.25,2975.94,2,0.693147180559945,"moderate",2,"RESURVEYED","occurrence","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","[1,99]","S19939","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-98.25897772,40.82977928,-115.034319778035,51.5861032363753,-80.9776156142692,25.077923825824,"pos","pospos",-4.813974,-4.813974,0
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",1408601.45234707,0.570422535211268,0.269583641404669,-0.677946663622311,"A214_P1","Setophaga pinus","A214","P1","LAT","TE","-46.4127313",-2.442775,"km/year",19,1.7388,NA,0.0368365,1986,2004,"TWO","PROCESSED","yes",2,34,"moderate","occurrence-based",6.89508717633063,"vertebrate","N",2.442775,1.7388,"pos","A214_P1","Coristine_al_2015_EE","10.1002/ece3.1683",-98.25898,40.82978,9199076.56,2975.94,5044.43,0,5044.43,725.25,2975.94,2,0.693147180559945,"moderate",2,"RESURVEYED","occurrence","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","[1,99]","S19933","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-98.25897772,40.82977928,-115.034319778035,51.5861032363753,-80.9776156142692,25.077923825824,"neg","negpos",4.181575,1.7388,0
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",2749062.42527159,0.570422535211268,0.269583641404669,-0.677946663622311,"A214_P1","Setophaga pinus","A214","P1","LAT","LE","-43.7649221",-2.303417,"km/year",19,1.7388,NA,0.0368365,1986,2004,"TWO","PROCESSED","yes",2,34,"moderate","occurrence-based",6.89508717633063,"vertebrate","N",2.303417,1.7388,"pos","A214_P1","Coristine_al_2015_EE","10.1002/ece3.1683",-98.25898,40.82978,9199076.56,2975.94,5044.43,0,5044.43,725.25,2975.94,2,0.693147180559945,"moderate",2,"RESURVEYED","occurrence","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","[1,99]","S19956","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-98.25897772,40.82977928,-115.034319778035,51.5861032363753,-80.9776156142692,25.077923825824,"neg","negpos",4.042217,1.7388,0
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",2749062.42527159,0.570422535211268,0.269583641404669,-0.677946663622311,"A214_P1","Setophaga pinus","A214","P1","LAT","LE","63.2101082",3.326848,"km/year",19,1.7388,NA,0.0368365,1986,2004,"TWO","PROCESSED","yes",2,34,"moderate","occurrence-based",6.89508717633063,"vertebrate","N",3.326848,1.7388,"pos","A214_P1","Coristine_al_2015_EE","10.1002/ece3.1683",-98.25898,40.82978,9199076.56,2975.94,5044.43,0,5044.43,725.25,2975.94,2,0.693147180559945,"moderate",2,"RESURVEYED","occurrence","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","[1,99]","S19945","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-98.25897772,40.82977928,-115.034319778035,51.5861032363753,-80.9776156142692,25.077923825824,"pos","pospos",-1.588048,-1.588048,0
"Setophaga pinus",-87.366602,36.533415,0.567,0.570422535211268,0.269583641404669,-0.677946663622311,"Lawrence & Fraser","Microsatellite",2770990.26931263,0.570422535211268,0.269583641404669,-0.677946663622311,"A30_P1","Setophaga pinus","A30","P1","LAT","LE","85.34",2.666875,"km/year",32,2.088539,NA,0.02819482,1969,2000,"TWO","PROCESSED","yes",2,55,"moderate","occurrence-based",6.50952875896705,"vertebrate","N",2.666875,2.088539,"pos","A30_P1","Hitch_Leberg_2007_CB","10.1111/j.1523-1739.2006.00609.x",-91.27378,41.02923,6252641.58,3247.14,4349.25,0,4349.25,195.15,3247.14,2,0.693147180559945,"moderate",2,"RESURVEYED","occurrence","(1.94e+03,1.97e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","[1,99]","S24138","Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Bird","T",-91.27378151,41.02923343,-112.817410768892,54.2291846062846,-81.0295138006214,25.0708085291903,"pos","pospos",-0.578336,-0.578336,0
"Cardellina pusilla",-111.3,52.66908734,0.73,0.734406438631791,0.99446037375206,-0.103442631734936,"De Kort","Microsatellite",1187686.13706636,0.696485531506459,0.79042713721058,-0.265150011488346,"A10_P1","Cardellina pusilla","A10","P1","LAT","LE","-3.38",-3.38,"km/year",30,1.0197,NA,0.02524232,1975,2004,NA,"OPPORTUNISTIC","yes",10,254,"large","abundance-based",6.72705177243856,"vertebrate","N",3.38,1.0197,"pos","A10_P1","LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,2740.96,10,2.30258509299405,"large",3,"RAW","abundance","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","(99,277]","S167","Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,"neg","negpos",4.3997,1.0197,0
"Cardellina pusilla",-107.57,39.02,0.76,0.764587525150905,1.15248137744319,0.0217975638628083,"Lawrence & Fraser","Microsatellite",730224.312959017,0.743568338044599,1.041594535625,-0.066086258123734,"A10_P1","Cardellina pusilla","A10","P1","LAT","O","0.12",0.12,"km/year",30,1.0197,NA,0.02524232,1975,2004,NA,"OPPORTUNISTIC","yes",10,254,"large","abundance-based",6.72705177243856,"vertebrate","N",0.12,1.0197,"pos","A10_P1","LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,2740.96,10,2.30258509299405,"large",3,"RAW","abundance","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","(99,277]","S692","Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,"pos","pospos",0.8997,0.8997,0.8997
"Cardellina pusilla",-107.57,39.02,0.76,0.764587525150905,1.15248137744319,0.0217975638628083,"Lawrence & Fraser","Microsatellite",730224.312959017,0.743568338044599,1.041594535625,-0.066086258123734,"A10_P1","Cardellina pusilla","A10","P1","LAT","O","2.56",2.56,"km/year",30,1.0197,NA,0.02524232,1975,2004,NA,"OPPORTUNISTIC","yes",10,254,"large","abundance-based",6.72705177243856,"vertebrate","N",2.56,1.0197,"pos","A10_P1","LaSorte_Thompson_2007_Ecology","10.1890/06-1072.1",-99.12988,39.52959,7933705.8,2740.96,5044.43,0,5044.43,752.03,2740.96,10,2.30258509299405,"large",3,"RAW","abundance","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","(99,277]","S64","Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,"pos","pospos",-1.5403,-1.5403,0
"Cardellina pusilla",-73.2,49.43,0.07,0.0704225352112676,-2.58577154920847,-2.94097014923702,"Lawrence & Fraser","Microsatellite",1098056.81248522,0.566487152903813,0.0922505972993024,-0.81849269618081,"A110_P1","Cardellina pusilla","A110","P1","LAT","TE","-190.716",-9.081714,"km/year",21,4.157825,10.5773,0.03774011,1983,2003,"TWO","OPPORTUNISTIC","yes",2,135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",9.081714,4.157825,"pos","A110_P1","Greenlee_2012_Thesis","n/a",-86.0461,50.45795,994723.88,1566.97,2668.91,0,2668.91,597.24,1566.97,2,0.693147180559945,"moderate",2,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(99,277]","S1612","Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,"neg","negpos",13.239539,4.157825,0
"Cardellina pusilla",-73.33333,49.71861761,0.7,0.704225352112676,0.847165478438613,-0.220181806076995,"De Kort","Microsatellite",912361.771692145,0.566546378246829,0.0929730368081076,-0.817920123780452,"A110_P1","Cardellina pusilla","A110","P1","LAT","O","8.617",0.4103333,"km/year",21,4.157825,10.5773,0.03774011,1983,2003,"TWO","OPPORTUNISTIC","yes",2,135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",0.4103333,4.157825,"pos","A110_P1","Greenlee_2012_Thesis","n/a",-86.0461,50.45795,994723.88,1566.97,2668.91,0,2668.91,597.24,1566.97,2,0.693147180559945,"moderate",2,"RAW","occurrence","(1.97e+03,1.99e+03]","(880,1.75e+03]","(62.4,1.23e+04]","(99,277]","S1930","Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,"pos","pospos",3.7474917,3.7474917,3.7474917
"Cardellina pusilla",-73.33333,49.71861761,0.7,0.704225352112676,0.847165478438613,-0.220181806076995,"De Kort","Microsatellite",912361.771692145,0.566546378246829,0.0929730368081076,-0.817920123780452,"A110_P1","Cardellina pusilla","A110","P1","ELE","O","23.824",1.134476,"m/year",21,4.157825,10.5773,0.03774011,1983,2003,"TWO","OPPORTUNISTIC","yes",2,135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",1.134476,10.5773,"pos","A110_P1","Greenlee_2012_Thesis","n/a",-86.0461,50.45795,994723.88,1566.97,2668.91,0,2668.91,597.24,2668.91,2,0.693147180559945,"moderate",2,"RAW","occurrence","(1.97e+03,1.99e+03]","(1.75e+03,4.09e+03]","(62.4,1.23e+04]","(99,277]","S1606","Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,"pos","pospos",9.442824,9.442824,9.442824
