"spp","N.x","He_harm","He_harm2","He_harm3","ID","sp_name_std_v1","Article_ID","Study_ID","Type","Param","Trend","SHIFT","UNIT","DUR","v.lat.mean","v.ele.mean","START","END","Sampling","Uncertainty_Distribution","Uncertainty_Parameter","N.y","Grain_size","Data","ID.area","group","Hemisphere","SHIFT_abs","velocity","vel_sign","StartF","AreaF","NtaxaF","obs_ID","Kingdom","Phylum","Class","Order","Family","Genus","Group","ECO","centroid.x","centroid.y","max_lat.x","max_lat.y","min_lat.x","min_lat.y","lag","lag2","lag3","SHIFT_cor","shift_sign","shift_vel_sign","shiftC_sign","shiftC_vel_sign","lagC","lagC2","lagC3"
"Anarhichas lupus",192,0.75,1.10057358225969,0.188587326488699,"A53_P1","Anarhichas lupus",53,"P1","LAT","O","0",0,"km/year",40,1.1774613,NA,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",14,"small","abundance-based",2.1897715918209,"vertebrate","N",0,1.1774613,"pos","(1.94e+03,1.97e+03]","(4.85,31.3]","[1,99]","S1668","Animalia","Chordata","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","Fish","M",-68.6187261,42.90333132,-67.3881339870938,44.6367750914973,-69.3337789352496,41.3460554379082,1.1774613,1.1774613,0,-0.345159670000646,"neg","negpos","neg","negpos",1.52262097000065,1.1774613,0
"Anarhichas lupus",192,0.75,1.10057358225969,0.188587326488699,"A53_P1","Anarhichas lupus",53,"P1","LAT","LE","0",0,"km/year",40,1.1774613,NA,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",14,"small","abundance-based",2.1897715918209,"vertebrate","N",0,1.1774613,"pos","(1.94e+03,1.97e+03]","(4.85,31.3]","[1,99]","S1667","Animalia","Chordata","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","Fish","M",-68.6187261,42.90333132,-67.3881339870938,44.6367750914973,-69.3337789352496,41.3460554379082,1.1774613,1.1774613,0,-0.0166868298971482,"neg","negpos","neg","negpos",1.19414812989715,1.1774613,0
"Anarhichas lupus",192,0.75,1.10057358225969,0.188587326488699,"A47_P1","Anarhichas lupus",47,"P1","LAT","TE","0.079",8.794675,"km/year",25,5.648735309,NA,1977,2001,"CONTINUOUS","OPPORTUNISTIC","no",36,"small","abundance-based",4.33456093948929,"vertebrate","N",8.794675,5.648735309,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","[1,99]","S1663","Animalia","Chordata","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","Fish","M",3.41029942,56.81581123,4.73417269511384,60.9273096593134,1.6663065419134,52.2063717408632,-3.145939691,-3.145939691,0,-0.0696795058165842,"pos","pospos","neg","negpos",5.71841481481658,5.648735309,0
"Anarhichas lupus",192,0.75,1.10057358225969,0.188587326488699,"A53_P1","Anarhichas lupus",53,"P1","LAT","TE","0.025",2.783125,"km/year",40,1.1774613,NA,1968,2007,"CONTINUOUS","OPPORTUNISTIC","no",14,"small","abundance-based",2.1897715918209,"vertebrate","N",2.783125,1.1774613,"pos","(1.94e+03,1.97e+03]","(4.85,31.3]","[1,99]","S1665","Animalia","Chordata","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","Fish","M",-68.6187261,42.90333132,-67.3881339870938,44.6367750914973,-69.3337789352496,41.3460554379082,-1.6056637,-1.6056637,0,-0.000970829988814009,"pos","pospos","neg","negpos",1.17843212998881,1.1774613,0
"Anas fulvigula",1,0.63,0.532195429582916,-0.250994508160053,"A140_P1","Anas fulvigula",140,"P1","LAT","LE","220",4.32120810725112,"km/year",36,1.388359291,NA,1974,2009,"TWO","OPPORTUNISTIC","no",68,"moderate","occurrence-based",4.19047806663805,"vertebrate","N",4.32120810725112,1.388359291,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","[1,99]","S1727","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird","T",-99.31713704,31.44721696,-102.244989999789,36.5007040000896,-97.3945019995676,25.8371640004183,-2.93284881625112,-2.93284881625112,0,0.790537602365795,"pos","pospos","pos","pospos",0.597821688634205,0.597821688634205,0.597821688634205
"Anas platyrhynchos",5,0.65,0.619013927035096,-0.183849361549922,"A135_P1","Anas platyrhynchos",135,"P1","ELE","O","-22.44562036",-2.04051094181818,"m/year",11,-0.470659048,-3.225667814,2001,2011,"TWO","PROCESSED","yes",101,"moderate","abundance-based",4.36480723892521,"vertebrate","N",2.04051094181818,-3.225667814,"neg","(1.99e+03,2.01e+03]","(62.4,1.23e+04]","(99,254]","S1736","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird","T",16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,1.18515687218182,1.18515687218182,1.18515687218182,-0.718725547441833,"neg","negneg","neg","negneg",2.50694226655817,2.50694226655817,2.50694226655817
"Anas platyrhynchos",5,0.65,0.619013927035096,-0.183849361549922,"A10_P1","Anas platyrhynchos",10,"P1","LAT","O","5.65",5.65,"km/year",30,1.019699697,NA,1975,2004,"MULTIPLE","OPPORTUNISTIC","yes",254,"large","abundance-based",6.72705177088108,"vertebrate","N",5.65,1.019699697,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S1740","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,-4.630300303,-4.630300303,0,1.30622332770808,"pos","pospos","pos","pospos",-0.28652363070808,-0.28652363070808,0
"Anas platyrhynchos",5,0.65,0.619013927035096,-0.183849361549922,"A10_P1","Anas platyrhynchos",10,"P1","LAT","O","0.8",0.8,"km/year",30,1.019699697,NA,1975,2004,"MULTIPLE","OPPORTUNISTIC","yes",254,"large","abundance-based",6.72705177088108,"vertebrate","N",0.8,1.019699697,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S1734","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,0.219699697,0.219699697,0.219699697,-0.160026922035129,"pos","pospos","neg","negpos",1.17972661903513,1.019699697,0
"Anas platyrhynchos",5,0.65,0.619013927035096,-0.183849361549922,"A108_P1","Anas platyrhynchos",108,"P1","LAT","O","-3.31",-0.1324,"km/year",25,2.309644127,NA,1984.5,2008.5,"TWO","PROCESSED","yes",71,"moderate","occurrence-based",3.35126049150372,"vertebrate","N",0.1324,2.309644127,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","[1,99]","S1742","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird","T",-85.73095291,44.8747736,-88.3698620000312,48.3060629997077,-84.805971999708,41.6961180003455,2.442044127,2.309644127,0,-0.208587565382093,"neg","negpos","neg","negpos",2.51823169238209,2.309644127,0
"Anas platyrhynchos",5,0.65,0.619013927035096,-0.183849361549922,"A135_P1","Anas platyrhynchos",135,"P1","LAT","O","-42985.35996",-3.90775999636364,"km/year",11,-0.470659048,-3.225667814,2001,2011,"TWO","PROCESSED","yes",101,"moderate","abundance-based",4.36480723892521,"vertebrate","N",3.90775999636364,-0.470659048,"neg","(1.99e+03,2.01e+03]","(62.4,1.23e+04]","(99,254]","S1737","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird","T",16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,-3.43710094836364,-3.43710094836364,0,-1.19280799161567,"neg","negneg","neg","negneg",-0.72214894361567,-0.72214894361567,0
"Anas platyrhynchos",5,0.65,0.619013927035096,-0.183849361549922,"A162_P1","Anas platyrhynchos",162,"P1","LAT","O","0.35",1.69407608695652,"km/year",23,1.477767272,NA,1979.5,2001.5,"TWO","OPPORTUNISTIC","no",277,"moderate","abundance-based",5.30691442124485,"vertebrate","N",1.69407608695652,1.477767272,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(254,924]","S1729","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird","T",-100.02658655,40.50261078,-100.048893021396,51.0916501847083,-99.2142355066633,29.2612526817659,-0.21630881495652,-0.21630881495652,0,-0.139687079972828,"pos","pospos","neg","negpos",1.61745435197283,1.477767272,0
"Anas platyrhynchos",5,0.65,0.619013927035096,-0.183849361549922,"A181_P1","Anas platyrhynchos",181,"P1","LAT","O","-70140",-4.38375,"km/year",16,0.576353951,8.029236288,1994,2009,"CONTINUOUS","PROCESSED","yes",80,"moderate","abundance-based",3.44196657286834,"vertebrate","N",4.38375,0.576353951,"pos","(1.99e+03,2.01e+03]","(4.85,31.3]","[1,99]","S1730","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird","T",-2.63665413,54.07849786,-1.29444503790813,60.6310997006907,-5.19305610635416,49.95526885997,4.960103951,0.576353951,0,-1.73717424362232,"neg","negpos","neg","negpos",2.31352819462232,0.576353951,0
"Anas platyrhynchos",5,0.65,0.619013927035096,-0.183849361549922,"A247_P1","Anas platyrhynchos",247,"P1","LAT","O","0",0,"km/year",27.5,1.94524313976463,NA,1981.5,2008,"TWO","OPPORTUNISTIC","no",226,"large","occurrence-based",4.14340294135229,"vertebrate","N",0,1.94524313976463,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S1735","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,1.94524313976463,1.94524313976463,0,-0.270981573899633,"neg","negpos","neg","negpos",2.21622471366426,1.94524313976463,0
"Anas platyrhynchos",5,0.65,0.619013927035096,-0.183849361549922,"A8_P1","Anas platyrhynchos",8,"P1","LAT","O","3.5",0.291666666666667,"km/year",12,-2.304868184,NA,1976.5,1987.5,"TWO","OPPORTUNISTIC","yes",148,"large","occurrence-based",4.14340294137106,"vertebrate","N",0.291666666666667,-2.304868184,"neg","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S1741","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,2.59653485066667,2.304868184,0,-0.213557911415125,"pos","posneg","neg","negneg",2.09131027258488,2.09131027258488,2.09131027258488
"Anas platyrhynchos",5,0.65,0.619013927035096,-0.183849361549922,"A8_P2","Anas platyrhynchos",8,"P2","LAT","O","37",1.72093023255814,"km/year",21.5,3.085317119,NA,1987.5,2008,"TWO","OPPORTUNISTIC","yes",148,"large","occurrence-based",4.14340294137106,"vertebrate","N",1.72093023255814,3.085317119,"pos","(1.99e+03,2.01e+03]","(62.4,1.23e+04]","(99,254]","S1738","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,1.36438688644186,1.36438688644186,1.36438688644186,0.0331431367397168,"pos","pospos","pos","pospos",3.05217398226028,3.05217398226028,3.05217398226028
"Anas platyrhynchos",5,0.65,0.619013927035096,-0.183849361549922,"A8_P3","Anas platyrhynchos",8,"P3","LAT","O","40.5",1.24615384615385,"km/year",32.5,1.94524314,NA,1976.5,2008,"TWO","OPPORTUNISTIC","yes",148,"large","occurrence-based",4.14340294137106,"vertebrate","N",1.24615384615385,1.94524314,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S1732","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,0.69908929384615,0.69908929384615,0.69908929384615,-0.0538199348749613,"pos","pospos","neg","negpos",1.99906307487496,1.94524314,0
"Anas platyrhynchos",5,0.65,0.619013927035096,-0.183849361549922,"A10_P1","Anas platyrhynchos",10,"P1","LAT","LE","-0.14",-0.14,"km/year",30,1.019699697,NA,1975,2004,"MULTIPLE","OPPORTUNISTIC","yes",254,"large","abundance-based",6.72705177088108,"vertebrate","N",0.14,1.019699697,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S1731","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,1.159699697,1.019699697,0,-0.150102942700734,"neg","negpos","neg","negpos",1.16980263970073,1.019699697,0
"Anas platyrhynchos",5,0.65,0.619013927035096,-0.183849361549922,"A108_P1","Anas platyrhynchos",108,"P1","LAT","LE","-4.22",-0.1688,"km/year",25,2.309644127,NA,1984.5,2008.5,"TWO","PROCESSED","yes",71,"moderate","occurrence-based",3.35126049150372,"vertebrate","N",0.1688,2.309644127,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","[1,99]","S1739","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird","T",-85.73095291,44.8747736,-88.3698620000312,48.3060629997077,-84.805971999708,41.6961180003455,2.478444127,2.309644127,0,0.0516389661659328,"neg","negpos","pos","pospos",2.25800516083407,2.25800516083407,2.25800516083407
"Anas platyrhynchos",5,0.65,0.619013927035096,-0.183849361549922,"A9_P1","Anas platyrhynchos",9,"P1","LAT","LE","-5",-0.416666666666667,"km/year",12,-2.304868184,NA,1976.5,1987.5,"TWO","OPPORTUNISTIC","yes",150,"large","occurrence-based",4.14340294137106,"vertebrate","N",0.416666666666667,-2.304868184,"neg","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S1733","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,1.88820151733333,1.88820151733333,1.88820151733333,-0.376618939998131,"neg","negneg","neg","negneg",1.92824924400187,1.92824924400187,1.92824924400187
"Anas rubripes",1,0.537,0.148265334330643,-0.547924808617679,"A10_P1","Anas rubripes",10,"P1","LAT","O","2.77",2.77,"km/year",30,1.019699697,NA,1975,2004,"MULTIPLE","OPPORTUNISTIC","yes",254,"large","abundance-based",6.72705177088108,"vertebrate","N",2.77,1.019699697,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S1752","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,-1.750300303,-1.750300303,0,0.435542767035823,"pos","pospos","pos","pospos",0.584156929964177,0.584156929964177,0.584156929964177
"Anas rubripes",1,0.537,0.148265334330643,-0.547924808617679,"A10_P1","Anas rubripes",10,"P1","LAT","O","4.58",4.58,"km/year",30,1.019699697,NA,1975,2004,"MULTIPLE","OPPORTUNISTIC","yes",254,"large","abundance-based",6.72705177088108,"vertebrate","N",4.58,1.019699697,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S1751","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,-3.560300303,-3.560300303,0,0.982741313847206,"pos","pospos","pos","pospos",0.0369583831527941,0.0369583831527941,0.0369583831527941
"Anas rubripes",1,0.537,0.148265334330643,-0.547924808617679,"A122_P1","Anas rubripes",122,"P1","LAT","O","292.9",7.3225,"km/year",40,1.960697262,NA,1966,2005,"CONTINUOUS","PROCESSED","no",290,"large","abundance-based",7.00895970444946,"vertebrate","N",7.3225,1.960697262,"pos","(1.94e+03,1.97e+03]","(62.4,1.23e+04]","(254,924]","S1753","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird","T",-100.5980377,42.16184606,-146.01895861295,62.4869744822866,-80.9158458881772,24.7674231236783,-5.361802738,-5.361802738,0,1.6100570228692,"pos","pospos","pos","pospos",0.3506402391308,0.3506402391308,0.3506402391308
"Anas rubripes",1,0.537,0.148265334330643,-0.547924808617679,"A10_P1","Anas rubripes",10,"P1","LAT","LE","3.18",3.18,"km/year",30,1.019699697,NA,1975,2004,"MULTIPLE","OPPORTUNISTIC","yes",254,"large","abundance-based",6.72705177088108,"vertebrate","N",3.18,1.019699697,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S1754","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,-2.160300303,-2.160300303,0,0.555379408958952,"pos","pospos","pos","pospos",0.464320288041048,0.464320288041048,0.464320288041048
"Anoplopoma fimbria",4,0.4835,-0.0660444566690333,-0.88345942930682,"A117_P1","Anoplopoma fimbria",117,"P1","LAT","O","-0.009614692",-1.070356,"km/year",31,2.642057,NA,1980,2010,"CONTINUOUS","OPPORTUNISTIC","no",99,"large","abundance-based",2.36033688630512,"vertebrate","N",1.070356,2.642057,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","[1,99]","S2079","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Anoplopomatidae","Anoplopoma","Fish","M",-49.52963007,52.24447969,-165.854330830403,54.2847583002554,178.752928689807,51.2981486800176,3.712413,2.642057,0,-0.689621567926797,"neg","negpos","neg","negpos",3.3316785679268,2.642057,0
"Anoplopoma fimbria",4,0.4835,-0.0660444566690333,-0.88345942930682,"A117_P3","Anoplopoma fimbria",117,"P3","LAT","O","-0.003504379",-0.390125,"km/year",28,0.220773,NA,1984,2011,"CONTINUOUS","OPPORTUNISTIC","no",168,"large","abundance-based",4.36302639288034,"vertebrate","N",0.390125,0.220773,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S2078","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Anoplopomatidae","Anoplopoma","Fish","M",-147.00009819,57.4678571,-146.700843539698,60.9015491099036,-165.779246930102,53.5156367599286,0.610898,0.220773,0,-0.00648614731431588,"neg","negpos","neg","negpos",0.227259147314316,0.220773,0
"Anoplopoma fimbria",4,0.4835,-0.0660444566690333,-0.88345942930682,"A117_P6","Anoplopoma fimbria",117,"P6","LAT","O","0.082501333",9.184461,"km/year",28,-1.780037,NA,1977,2004,"CONTINUOUS","OPPORTUNISTIC","no",126,"large","abundance-based",2.70284802655915,"vertebrate","N",9.184461,-1.780037,"neg","(1.97e+03,1.99e+03]","(4.85,31.3]","(99,254]","S2082","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Anoplopomatidae","Anoplopoma","Fish","M",-124.71487115,43.57043929,-124.799495210136,48.635345010364,-122.400849149668,37.0234473500153,10.964498,1.780037,0,1.35934568082639,"pos","posneg","pos","posneg",3.13938268082639,1.780037,0
"Anser albifrons",2,0.6405,0.577512210169969,-0.215946655850782,"A10_P1","Anser albifrons",10,"P1","LAT","O","1.96",1.96,"km/year",30,1.0197,NA,1975,2004,"MULTIPLE","OPPORTUNISTIC","yes",254,"large","abundance-based",6.72705177243856,"vertebrate","N",1.96,1.0197,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S2095","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,-0.9403,-0.9403,0,0.664916910285538,"pos","pospos","pos","pospos",0.354783089714462,0.354783089714462,0.354783089714462
"Anser albifrons",2,0.6405,0.577512210169969,-0.215946655850782,"A10_P1","Anser albifrons",10,"P1","LAT","O","-8.11",-8.11,"km/year",30,1.0197,NA,1975,2004,"MULTIPLE","OPPORTUNISTIC","yes",254,"large","abundance-based",6.72705177243856,"vertebrate","N",8.11,1.0197,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S2093","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,9.1297,1.0197,0,-2.37944185567613,"neg","negpos","neg","negpos",3.39914185567613,1.0197,0
"Anser albifrons",2,0.6405,0.577512210169969,-0.215946655850782,"A122_P1","Anser albifrons",122,"P1","LAT","O","-97.5",-2.4375,"km/year",40,1.960697,NA,1966,2005,"CONTINUOUS","PROCESSED","no",290,"large","abundance-based",7.00895987073912,"vertebrate","N",2.4375,1.960697,"pos","(1.94e+03,1.97e+03]","(62.4,1.23e+04]","(254,924]","S2094","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser","Bird","T",-100.5980377,42.16184606,-146.01895861295,62.4869744822866,-80.9158458881772,24.7674231236783,4.398197,1.960697,0,-0.866329685595053,"neg","negpos","neg","negpos",2.82702668559505,1.960697,0
"Anser albifrons",2,0.6405,0.577512210169969,-0.215946655850782,"A10_P1","Anser albifrons",10,"P1","LAT","LE","1.63",1.63,"km/year",30,1.0197,NA,1975,2004,"MULTIPLE","OPPORTUNISTIC","yes",254,"large","abundance-based",6.72705177243856,"vertebrate","N",1.63,1.0197,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S2096","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,-0.6103,-0.6103,0,0.16917688532053,"pos","pospos","pos","pospos",0.85052311467947,0.85052311467947,0.85052311467947
"Anthus spragueii",1,0.780272727,1.26719371852314,0.317450803811281,"A10_P1","Anthus spragueii",10,"P1","LAT","O","-0.32",-0.32,"km/year",30,1.0197,NA,1975,2004,"MULTIPLE","OPPORTUNISTIC","yes",254,"large","abundance-based",6.72705177243856,"vertebrate","N",0.32,1.0197,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S2249","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,1.3397,1.0197,0,-0.543763314183484,"neg","negpos","neg","negpos",1.56346331418348,1.0197,0
"Anthus spragueii",1,0.780272727,1.26719371852314,0.317450803811281,"A10_P1","Anthus spragueii",10,"P1","LAT","O","-0.83",-0.83,"km/year",30,1.0197,NA,1975,2004,"MULTIPLE","OPPORTUNISTIC","yes",254,"large","abundance-based",6.72705177243856,"vertebrate","N",0.83,1.0197,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S2251","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,1.8497,1.0197,0,-0.697946330135863,"neg","negpos","neg","negpos",1.71764633013586,1.0197,0
"Anthus spragueii",1,0.780272727,1.26719371852314,0.317450803811281,"A122_P1","Anthus spragueii",122,"P1","LAT","O","12.6",0.315,"km/year",40,1.960697,NA,1966,2005,"CONTINUOUS","PROCESSED","no",290,"large","abundance-based",7.00895987073912,"vertebrate","N",0.315,1.960697,"pos","(1.94e+03,1.97e+03]","(62.4,1.23e+04]","(254,924]","S2250","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Bird","T",-100.5980377,42.16184606,-146.01895861295,62.4869744822866,-80.9158458881772,24.7674231236783,1.645697,1.645697,1.645697,-0.553586326181046,"pos","pospos","neg","negpos",2.51428332618105,1.960697,0
"Anthus spragueii",1,0.780272727,1.26719371852314,0.317450803811281,"A162_P1","Anthus spragueii",162,"P1","LAT","O","-0.41",-1.984489,"km/year",23,1.477767,NA,1979.5,2001.5,"TWO","OPPORTUNISTIC","no",277,"moderate","abundance-based",5.30691430673355,"vertebrate","N",1.984489,1.477767,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(254,924]","S2252","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Bird","T",-100.02658655,40.50261078,-100.048893021396,51.0916501847083,-99.2142355066633,29.2612526817659,3.462256,1.477767,0,-1.29692788840786,"neg","negpos","neg","negpos",2.77469488840786,1.477767,0
"Anthus spragueii",1,0.780272727,1.26719371852314,0.317450803811281,"A10_P1","Anthus spragueii",10,"P1","LAT","LE","-0.28",-0.28,"km/year",30,1.0197,NA,1975,2004,"MULTIPLE","OPPORTUNISTIC","yes",254,"large","abundance-based",6.72705177243856,"vertebrate","N",0.28,1.0197,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S2253","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Bird","T",-99.12987897,39.52959007,-95.1527862547818,49.3766517635681,-81.0880584715212,25.1155490878202,1.2997,1.0197,0,-0.235624089666012,"neg","negpos","neg","negpos",1.25532408966601,1.0197,0
"Anthyllis vulneraria",17,0.584,-0.885275263686689,0.734978819384598,"A41_P1","Anthyllis vulneraria",41,"P1","ELE","O","-187",-3.631068,"m/year",51.5,0.1166522,2.255112,1945,1995.5,"TWO","PROCESSED","no",171,"moderate","occurrence-based",2.95788761320564,"vascular.plant","N",3.631068,2.255112,"pos","[1.8e+03,1.94e+03]","(4.85,31.3]","(99,254]","S2272","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Anthyllis","Plant","T",4.38460824,44.9850236,7.48502393840408,49.1704538837398,9.19982661940298,41.3643233162681,5.88618,2.255112,0,-0.943270937862424,"neg","negpos","neg","negpos",3.19838293786242,2.255112,0
"Anthyllis vulneraria",17,0.584,-0.885275263686689,0.734978819384598,"A138_P1","Anthyllis vulneraria",138,"P1","LAT","O","-36.38292693",-1.039512,"km/year",35,2.311916,NA,1976,2010,"TWO","OPPORTUNISTIC","yes",411,"small","occurrence-based",2.82549480912805,"vascular.plant","N",1.039512,2.311916,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","(254,924]","S2276","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Anthyllis","Plant","T",-85.42946924,44.33713583,-88.0270667259486,47.4718670835991,-84.8053621145699,41.6920789822593,3.351428,2.311916,0,-0.196447586014763,"neg","negpos","neg","negpos",2.50836358601476,2.311916,0
"Anthyllis vulneraria",17,0.584,-0.885275263686689,0.734978819384598,"A19_P1","Anthyllis vulneraria",19,"P1","LAT","O","5.5",-0.1387193,"km/year",18,0.6954194,NA,1986,2003,"TWO","PROCESSED","yes",779,"moderate","occurrence-based",2.63474231904744,"vascular.plant","N",0.1387193,0.6954194,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","(254,924]","S2279","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Anthyllis","Plant","T",-1.88288026,51.851366,-4.34907139352993,53.4247148280269,-5.13872547330192,49.9286610844416,0.8341387,0.6954194,0,-0.00390596072350385,"neg","negpos","neg","negpos",0.699325360723504,0.6954194,0
"Anthyllis vulneraria",17,0.584,-0.885275263686689,0.734978819384598,"A19_P2","Anthyllis vulneraria",19,"P2","LAT","O","17.9",0.9727134,"km/year",18,0.4959074,NA,1986,2003,"TWO","PROCESSED","yes",594,"moderate","occurrence-based",2.85578203845287,"vascular.plant","N",0.9727134,0.4959074,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","(254,924]","S2275","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Anthyllis","Plant","T",-3.19001868,55.70902102,-3.27800866177029,58.7086582217996,-0.317195241866898,52.6627665249552,-0.476806,-0.476806,0,0.272235347281307,"pos","pospos","pos","pospos",0.223672052718693,0.223672052718693,0.223672052718693
