"spp","long","lat","He","He_harm","He_harm2","He_harm3","Source","Marker","min_dist","He_harm_w","He_harm2_w","He_harm3_w","ID","sp_name_std_v1","Article_ID","Study_ID","Type","Param","Trend","SHIFT","UNIT","DUR","v.lat.mean","v.ele.mean","START","END","Sampling","Uncertainty_Distribution","Uncertainty_Parameter","N","Grain_size","Data","ID.area","group","Hemisphere","SHIFT_abs","velocity","vel_sign","StartF","AreaF","NtaxaF","obs_ID","Kingdom","Phylum","Class","Order","Family","Genus","Group","ECO","centroid.x","centroid.y","max_lat.x","max_lat.y","min_lat.x","min_lat.y","lag","lag2","lag3","SHIFT_cor","shift_sign","shift_vel_sign","shiftC_sign","shiftC_vel_sign","lagC","lagC2","lagC3"
"Vermivora chrysoptera",-76.3245,44.5675,0.93,0.93,2.58643610393286,1.33774862031548,"Lawrence & Fraser","Microsatellite",192887.432106704,0.926820698037805,2.5658735115453,1.32184557751854,"A17_P1","Vermivora chrysoptera",17,"P1","LAT","O","75.22",3.581905,"km/year",21,0.8090054,5.143748,1982.5,2002.5,"TWO","PROCESSED","yes",129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",3.581905,0.8090054,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","(99,254]","S31219","Animalia","Chordata","Aves","Passeriformes","Parulidae","Vermivora","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,-2.7728996,-2.7728996,0,0.606526595535958,"pos","pospos","pos","pospos",0.202478804464042,0.202478804464042,0.202478804464042
"Vermivora chrysoptera",-99.499979,50.766752,0.58,0.58,0.322760799974166,-0.412970576889689,"Lawrence & Fraser","Microsatellite",960205.154210995,0.64674104212293,0.754418082300294,-0.0791282235008512,"A235_P1","Vermivora chrysoptera",235,"P1","LAT","O","0.079",8.794675,"km/year",32,1.844181,NA,1979,2010,"CONTINUOUS","OPPORTUNISTIC","yes",21,"small","occurrence-based",7.00895987073912,"vertebrate","N",8.794675,1.844181,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","[1,99]","S31223","Animalia","Chordata","Aves","Passeriformes","Parulidae","Vermivora","Bird","T",-100.5980377,42.16184606,-146.01895861295,62.4869744822866,-80.9158458881772,24.7674231236783,-6.950494,-6.950494,0,2.06335614453667,"pos","pospos","pos","pospos",-0.21917514453667,-0.21917514453667,0
"Vermivora chrysoptera",-76.3245,44.5675,0.93,0.93,2.58643610393286,1.33774862031548,"Lawrence & Fraser","Microsatellite",241137.464206931,0.92520412279646,2.55541807882866,1.31375937949355,"A17_P1","Vermivora chrysoptera",17,"P1","ELE","LE","-13.8",-0.6571429,"m/year",21,0.8090054,5.143748,1982.5,2002.5,"TWO","PROCESSED","yes",129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",0.6571429,5.143748,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","(99,254]","S31222","Animalia","Chordata","Aves","Passeriformes","Parulidae","Vermivora","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,5.8008909,5.143748,0,-0.379331826998445,"neg","negpos","neg","negpos",5.52307982699845,5.143748,0
"Vermivora chrysoptera",-99.499979,50.766752,0.58,0.58,0.322760799974166,-0.412970576889689,"Lawrence & Fraser","Microsatellite",971214.730686462,0.671660145102488,0.915585962333514,0.0455184963947007,"A110_P1","Vermivora chrysoptera",110,"P1","LAT","LE","143.705",6.843095,"km/year",21,4.157825,10.5773,1983,2003,"TWO","OPPORTUNISTIC","yes",135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",6.843095,4.157825,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S31218","Animalia","Chordata","Aves","Passeriformes","Parulidae","Vermivora","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,-2.68527,-2.68527,0,1.08398530654872,"pos","pospos","pos","pospos",3.07383969345128,3.07383969345128,3.07383969345128
"Vermivora chrysoptera",-99.499979,50.766752,0.58,0.58,0.322760799974166,-0.412970576889689,"Lawrence & Fraser","Microsatellite",971214.730686462,0.671660145102488,0.915585962333514,0.0455184963947007,"A110_P2","Vermivora chrysoptera",110,"P2","LAT","LE","25.723",1.224905,"km/year",21,4.157825,NA,1983,2003,"TWO","OPPORTUNISTIC","yes",135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",1.224905,4.157825,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S31214","Animalia","Chordata","Aves","Passeriformes","Parulidae","Vermivora","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,2.93292,2.93292,2.93292,-0.109850203472641,"pos","pospos","neg","negpos",4.26767520347264,4.157825,0
"Vermivora chrysoptera",-76.3245,44.5675,0.93,0.93,2.58643610393286,1.33774862031548,"Lawrence & Fraser","Microsatellite",241137.464206931,0.92520412279646,2.55541807882866,1.31375937949355,"A17_P1","Vermivora chrysoptera",17,"P1","LAT","LE","6",0.2857143,"km/year",21,0.8090054,5.143748,1982.5,2002.5,"TWO","PROCESSED","yes",129,"moderate","occurrence-based",2.63481046730507,"vertebrate","N",0.2857143,0.8090054,"pos","(1.97e+03,1.99e+03]","(4.85,31.3]","(99,254]","S31217","Animalia","Chordata","Aves","Passeriformes","Parulidae","Vermivora","Bird","T",-75.49950594,42.93767741,-73.340885831416,45.0087902435749,-73.9421670142962,40.5523489320576,0.5232911,0.5232911,0.5232911,-0.220357579141911,"pos","pospos","neg","negpos",1.02936297914191,0.8090054,0
"Vermivora chrysoptera",-99.499979,50.766752,0.58,0.58,0.322760799974166,-0.412970576889689,"Lawrence & Fraser","Microsatellite",1088082.31145192,0.621911663087177,0.593830504769253,-0.203326139308213,"A214_P1","Vermivora chrysoptera",214,"P1","LAT","LE","-12.4822899",-0.6569626,"km/year",19,1.7388,NA,1986,2004,"TWO","PROCESSED","yes",34,"moderate","occurrence-based",6.89508717633063,"vertebrate","N",0.6569626,1.7388,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","[1,99]","S31216","Animalia","Chordata","Aves","Passeriformes","Parulidae","Vermivora","Bird","T",-98.25897772,40.82977928,-115.034319778035,51.5861032363753,-80.9776156142692,25.077923825824,2.3957626,1.7388,0,-0.069509613169591,"neg","negpos","neg","negpos",1.80830961316959,1.7388,0
"Vermivora chrysoptera",-99.499979,50.766752,0.58,0.58,0.322760799974166,-0.412970576889689,"Lawrence & Fraser","Microsatellite",3053165.97168672,0.682461397667104,0.985444615711639,0.0995469541625183,"A235_P1","Vermivora chrysoptera",235,"P1","LAT","LE","0.018",2.00385,"km/year",32,1.844181,NA,1979,2010,"CONTINUOUS","OPPORTUNISTIC","yes",21,"small","occurrence-based",7.00895987073912,"vertebrate","N",2.00385,1.844181,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","[1,99]","S31215","Animalia","Chordata","Aves","Passeriformes","Parulidae","Vermivora","Bird","T",-100.5980377,42.16184606,-146.01895861295,62.4869744822866,-80.9158458881772,24.7674231236783,-0.159669,-0.159669,0,0.309581252473745,"pos","pospos","pos","pospos",1.53459974752626,1.53459974752626,1.53459974752626
"Vermivora chrysoptera",-76.3245,44.5675,0.93,0.93,2.58643610393286,1.33774862031548,"Lawrence & Fraser","Microsatellite",2202714.86027357,0.820433785388005,1.87780086346026,0.789692405211704,"A214_P1","Vermivora chrysoptera",214,"P1","LAT","TE","204.758375",10.77676,"km/year",19,1.7388,NA,1986,2004,"TWO","PROCESSED","yes",34,"moderate","occurrence-based",6.89508717633063,"vertebrate","N",10.77676,1.7388,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","[1,99]","S31220","Animalia","Chordata","Aves","Passeriformes","Parulidae","Vermivora","Bird","T",-98.25897772,40.82977928,-115.034319778035,51.5861032363753,-80.9776156142692,25.077923825824,-9.03796,-9.03796,0,3.75126415971791,"pos","pospos","pos","pospos",-2.01246415971791,-2.01246415971791,0
"Vermivora chrysoptera",-76.3245,44.5675,0.93,0.93,2.58643610393286,1.33774862031548,"Lawrence & Fraser","Microsatellite",2235564.24214576,0.819761511423804,1.87345283497381,0.786329653969111,"A235_P1","Vermivora chrysoptera",235,"P1","LAT","TE","0.195",21.70838,"km/year",32,1.844181,NA,1979,2010,"CONTINUOUS","OPPORTUNISTIC","yes",21,"small","occurrence-based",7.00895987073912,"vertebrate","N",21.70838,1.844181,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","[1,99]","S31211","Animalia","Chordata","Aves","Passeriformes","Parulidae","Vermivora","Bird","T",-100.5980377,42.16184606,-146.01895861295,62.4869744822866,-80.9158458881772,24.7674231236783,-19.864199,-19.864199,0,7.32132662851322,"pos","pospos","pos","pospos",-5.47714562851322,-5.47714562851322,0
"Vermivora chrysoptera",-76.3245,44.5675,0.93,0.93,2.58643610393286,1.33774862031548,"Lawrence & Fraser","Microsatellite",2204391.37347476,0.820253089031649,1.87663218380483,0.78878855212617,"A30_P1","Vermivora chrysoptera",30,"P1","LAT","TE","218.93",6.841563,"km/year",32,2.088539,NA,1969,2000,"TWO","PROCESSED","yes",55,"moderate","occurrence-based",6.50952875896705,"vertebrate","N",6.841563,2.088539,"pos","(1.94e+03,1.97e+03]","(62.4,1.23e+04]","[1,99]","S31213","Animalia","Chordata","Aves","Passeriformes","Parulidae","Vermivora","Bird","T",-91.27378151,41.02923343,-112.817410768892,54.2291846062846,-81.0295138006214,25.0708085291903,-4.753024,-4.753024,0,2.3995552842931,"pos","pospos","pos","pospos",-0.3110162842931,-0.3110162842931,0
"Sterna hirundo",-64.76022,32.299277,0.5,0.5,0,-0.662592741177955,"Lawrence & Fraser","Microsatellite",2670728.58684305,0.550052614503202,0.206116061088715,-0.503183242664952,"A110_P1","Sterna hirundo",110,"P1","ELE","O","13.247",0.6308095,"m/year",21,4.157825,10.5773,1983,2003,"TWO","OPPORTUNISTIC","yes",135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",0.6308095,10.5773,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S28769","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,9.9464905,9.9464905,9.9464905,0.0211637017087658,"pos","pospos","pos","pospos",10.5561362982912,10.5561362982912,10.5561362982912
"Sterna hirundo",-64.76022,32.299277,0.5,0.5,0,-0.662592741177955,"Lawrence & Fraser","Microsatellite",6443808.04521166,0.548813202003283,0.201012175405963,-0.507130571431365,"A135_P1","Sterna hirundo",135,"P1","ELE","O","38.146095",3.467827,"m/year",11,-0.470659,-3.225668,2001,2011,"TWO","PROCESSED","yes",101,"moderate","abundance-based",4.3648072279885,"vertebrate","N",3.467827,-3.225668,"neg","(1.99e+03,2.01e+03]","(62.4,1.23e+04]","(99,254]","S28760","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Bird","T",16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,6.693495,3.225668,0,0.559186858227703,"pos","posneg","pos","posneg",3.7848548582277,3.225668,0
"Sterna hirundo",-64.76022,32.299277,0.5,0.5,0,-0.662592741177955,"Lawrence & Fraser","Microsatellite",2670728.58684305,0.550052614503202,0.206116061088715,-0.503183242664952,"A110_P1","Sterna hirundo",110,"P1","LAT","O","96.607",4.600333,"km/year",21,4.157825,10.5773,1983,2003,"TWO","OPPORTUNISTIC","yes",135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",4.600333,4.157825,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S28761","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,-0.442508,-0.442508,0,0.762426075369774,"pos","pospos","pos","pospos",3.39539892463023,3.39539892463023,3.39539892463023
"Sterna hirundo",-64.76022,32.299277,0.5,0.5,0,-0.662592741177955,"Lawrence & Fraser","Microsatellite",6443808.04521166,0.548813202003283,0.201012175405963,-0.507130571431365,"A135_P1","Sterna hirundo",135,"P1","LAT","O","23431.18152",2.130107,"km/year",11,-0.470659,-3.225668,2001,2011,"TWO","PROCESSED","yes",101,"moderate","abundance-based",4.3648072279885,"vertebrate","N",2.130107,-0.470659,"neg","(1.99e+03,2.01e+03]","(62.4,1.23e+04]","(99,254]","S28766","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Bird","T",16.74446671,62.81600311,20.5332472818366,69.0612680633705,13.3512563541975,55.3287322289093,2.600766,0.470659,0,0.633127405457504,"pos","posneg","pos","posneg",1.1037864054575,0.470659,0
"Sterna hirundo",-64.76022,32.299277,0.5,0.5,0,-0.662592741177955,"Lawrence & Fraser","Microsatellite",5386604.79172256,0.543834833755782,0.180511315180997,-0.522985870772353,"A141_P1","Sterna hirundo",141,"P1","LAT","O","8000",0.5517241,"km/year",14.5,0.7574739,NA,1986.5,2000,"TWO","PROCESSED","yes",21,"small","occurrence-based",3.44196657478844,"vertebrate","N",0.5517241,0.7574739,"pos","(1.99e+03,2.01e+03]","(4.85,31.3]","[1,99]","S28759","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Bird","T",-2.63665413,54.07849786,-1.29444503790813,60.6310997006907,-5.19305610635416,49.95526885997,0.2057498,0.2057498,0.2057498,0.0277259426939998,"pos","pospos","pos","pospos",0.729747957306,0.729747957306,0.729747957306
"Sterna hirundo",-88.29794,17.34873,0.645,0.645,0.597108246082771,-0.200791144721749,"Lawrence & Fraser","Microsatellite",2803399.59349282,0.583525411204054,0.343956633016515,-0.396577787807658,"A162_P1","Sterna hirundo",162,"P1","LAT","O","-1.59",-7.695946,"km/year",23,1.477767,NA,1979.5,2001.5,"TWO","OPPORTUNISTIC","no",277,"moderate","abundance-based",5.30691430673355,"vertebrate","N",7.695946,1.477767,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(254,924]","S28758","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Bird","T",-100.02658655,40.50261078,-100.048893021396,51.0916501847083,-99.2142355066633,29.2612526817659,9.173713,1.477767,0,-2.97790549170174,"neg","negpos","neg","negpos",4.45567249170174,1.477767,0
"Sterna hirundo",-64.76022,32.299277,0.5,0.5,0,-0.662592741177955,"Lawrence & Fraser","Microsatellite",6861880.22042267,0.550465579618147,0.207816646436845,-0.501868015427967,"A247_P1","Sterna hirundo",247,"P1","LAT","O","0",0,"km/year",27.5,1.945243,NA,1981.5,2008,"TWO","OPPORTUNISTIC","no",226,"large","occurrence-based",4.14340294438612,"vertebrate","N",0,1.945243,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S28762","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,1.945243,1.945243,0,-0.27041195515332,"neg","negpos","neg","negpos",2.21565495515332,1.945243,0
"Sterna hirundo",-64.76022,32.299277,0.5,0.5,0,-0.662592741177955,"Lawrence & Fraser","Microsatellite",6861880.22042267,0.550465579618147,0.207816646436845,-0.501868015427967,"A8_P1","Sterna hirundo",8,"P1","LAT","O","27.9",2.325,"km/year",12,-2.304868,NA,1976.5,1987.5,"TWO","OPPORTUNISTIC","yes",148,"large","occurrence-based",4.14340294438612,"vertebrate","N",2.325,-2.304868,"neg","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S28771","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,4.629868,2.304868,0,0.401728306889177,"pos","posneg","pos","posneg",2.70659630688918,2.304868,0
"Sterna hirundo",-64.76022,32.299277,0.5,0.5,0,-0.662592741177955,"Lawrence & Fraser","Microsatellite",6861880.22042267,0.550465579618147,0.207816646436845,-0.501868015427967,"A8_P2","Sterna hirundo",8,"P2","LAT","O","21.6",1.004651,"km/year",21.5,3.085317,NA,1987.5,2008,"TWO","OPPORTUNISTIC","yes",148,"large","occurrence-based",4.14340294438612,"vertebrate","N",1.004651,3.085317,"pos","(1.99e+03,2.01e+03]","(62.4,1.23e+04]","(99,254]","S28763","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,2.080666,2.080666,2.080666,-0.182832523602462,"pos","pospos","neg","negpos",3.26814952360246,3.085317,0
"Sterna hirundo",-64.76022,32.299277,0.5,0.5,0,-0.662592741177955,"Lawrence & Fraser","Microsatellite",6861880.22042267,0.550465579618147,0.207816646436845,-0.501868015427967,"A8_P3","Sterna hirundo",8,"P3","LAT","O","49.5",1.523077,"km/year",32.5,1.945243,NA,1976.5,2008,"TWO","OPPORTUNISTIC","yes",148,"large","occurrence-based",4.14340294438612,"vertebrate","N",1.523077,1.945243,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S28772","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,0.422166,0.422166,0.422166,0.0304689918160231,"pos","pospos","pos","pospos",1.91477400818398,1.91477400818398,1.91477400818398
"Sterna hirundo",-64.76022,32.299277,0.5,0.5,0,-0.662592741177955,"Lawrence & Fraser","Microsatellite",6767517.18411125,0.551311435009058,0.211299868705163,-0.49917410253215,"A9_P1","Sterna hirundo",9,"P1","LAT","LE","110",9.166667,"km/year",12,-2.304868,NA,1976.5,1987.5,"TWO","OPPORTUNISTIC","yes",150,"large","occurrence-based",4.14340294438612,"vertebrate","N",9.166667,-2.304868,"neg","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S28770","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Bird","T",26.22685667,64.47058356,27.9630007092154,70.0967925439408,22.880697926668,59.8093528127822,11.471535,2.304868,0,1.75857195546302,"pos","posneg","pos","posneg",4.06343995546302,2.304868,0
"Sterna hirundo",-64.76022,32.299277,0.5,0.5,0,-0.662592741177955,"Lawrence & Fraser","Microsatellite",1899345.61591301,0.546023625230126,0.189524731996767,-0.516014923205719,"A110_P1","Sterna hirundo",110,"P1","LAT","TE","19.526",0.9298095,"km/year",21,4.157825,10.5773,1983,2003,"TWO","OPPORTUNISTIC","yes",135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",0.9298095,4.157825,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S28764","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,3.2280155,3.2280155,3.2280155,1.70822292727346,"pos","pospos","pos","pospos",2.44960207272654,2.44960207272654,2.44960207272654
"Sterna hirundo",-64.76022,32.299277,0.5,0.5,0,-0.662592741177955,"Lawrence & Fraser","Microsatellite",1899345.61591301,0.546023625230126,0.189524731996767,-0.516014923205719,"A110_P2","Sterna hirundo",110,"P2","LAT","TE","-15.125",-0.7202381,"km/year",21,4.157825,NA,1983,2003,"TWO","OPPORTUNISTIC","yes",135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",0.7202381,4.157825,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S28767","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,4.8780631,4.157825,0,0.208800931609832,"neg","negpos","pos","pospos",3.94902406839017,3.94902406839017,3.94902406839017
"Dryobates pubescens",-84.878285,43.683032,0.583,0.583,0.335087873774723,-0.403436857671982,"Lawrence & Fraser","Microsatellite",758360.045400097,0.575306145464364,0.304798271213014,-0.426862738843086,"A110_P1","Dryobates pubescens",110,"P1","ELE","O","13",0.6190476,"m/year",21,4.157825,10.5773,1983,2003,"TWO","OPPORTUNISTIC","yes",135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",0.6190476,10.5773,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S22840","Animalia","Chordata","Aves","Piciformes","Picidae","Dryobates","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,9.9582524,9.9582524,9.9582524,0.011166722794068,"pos","pospos","pos","pospos",10.5661332772059,10.5661332772059,10.5661332772059
"Dryobates pubescens",-121.270646,47.570404,0.612,0.612,0.45570885756028,-0.310148976883668,"Lawrence & Fraser","Microsatellite",797182.708656559,0.598169183347278,0.398746626839589,-0.354203382859625,"A115_P1","Dryobates pubescens",115,"P1","ELE","O","11",0.1349693,"m/year",81.5,0.002598276,0.5182412,1926,2006.5,"TWO","PROCESSED","no",99,"small","occurrence-based",0.488298380071304,"vertebrate","N",0.1349693,0.5182412,"pos","[1.8e+03,1.94e+03]","[1.54e-05,4.85]","[1,99]","S22828","Animalia","Chordata","Aves","Piciformes","Picidae","Dryobates","Bird","T",-121.32379647,40.39591769,-120.508449842087,40.9021664607137,-122.136402714214,39.8892672374931,0.3832719,0.3832719,0.3832719,-0.172796287337656,"pos","pospos","neg","negpos",0.691037487337656,0.5182412,0
"Dryobates pubescens",-121.270646,47.570404,0.612,0.612,0.45570885756028,-0.310148976883668,"Lawrence & Fraser","Microsatellite",1085276.58279047,0.594143950362553,0.382110091842516,-0.367070025501976,"A115_P2","Dryobates pubescens",115,"P2","ELE","O","-9",-0.1028571,"m/year",87.5,-0.1326452,3.105555,1917,2003.5,"TWO","PROCESSED","no",99,"small","occurrence-based",0.0602320741914612,"vertebrate","N",0.1028571,3.105555,"pos","[1.8e+03,1.94e+03]","[1.54e-05,4.85]","[1,99]","S22841","Animalia","Chordata","Aves","Piciformes","Picidae","Dryobates","Bird","T",-119.91205101,37.85189222,-119.211337380716,38.2301640943975,-120.638916022856,37.4828613920396,3.2084121,3.105555,0,-0.238308586936786,"neg","negpos","neg","negpos",3.34386358693679,3.105555,0
"Dryobates pubescens",-111.173864,46.071805,0.5796,0.5796,0.321119045398849,-0.414240304596256,"Lawrence & Fraser","Microsatellite",1275530.01325212,0.592160043855311,0.373919142953115,-0.373404879020465,"A115_P3","Dryobates pubescens",115,"P3","ELE","O","16",0.1624365,"m/year",98.5,0.01712224,1.439527,1911,2008.5,"TWO","PROCESSED","no",99,"small","occurrence-based",1.01226723509027,"vertebrate","N",0.1624365,1.439527,"pos","[1.8e+03,1.94e+03]","[1.54e-05,4.85]","[1,99]","S22835","Animalia","Chordata","Aves","Piciformes","Picidae","Dryobates","Bird","T",-118.85896693,36.15054087,-118.025954963651,36.9466276565412,-119.678396787881,35.3382777576125,1.2770905,1.2770905,1.2770905,-0.15478751535296,"pos","pospos","neg","negpos",1.59431451535296,1.439527,0
"Dryobates pubescens",-76.638595,44.452493,0.507,0.507,0.0280007557183986,-0.640937046791607,"Lawrence & Fraser","Microsatellite",220123.494106808,0.526816255383935,0.10853772874342,-0.57865001096402,"A249_P1","Dryobates pubescens",249,"P1","ELE","O","85.8",2.145,"m/year",40,-1.706173,9.167016,1975,2014,"TWO","OPPORTUNISTIC","no",42,"large","occurrence-based",-5.42124076626723,"vertebrate","N",2.145,9.167016,"pos","(1.97e+03,1.99e+03]","[1.54e-05,4.85]","[1,99]","S22839","Animalia","Chordata","Aves","Piciformes","Picidae","Dryobates","Bird","T",-73.87655681,44.37855829,-73.9066359334016,44.4123069968705,-73.8541970674407,44.3493038676794,7.022016,7.022016,7.022016,-0.0435180887209261,"pos","pospos","neg","negpos",9.21053408872093,9.167016,0
"Dryobates pubescens",-84.878285,43.683032,0.583,0.583,0.335087873774723,-0.403436857671982,"Lawrence & Fraser","Microsatellite",758360.045400097,0.575306145464364,0.304798271213014,-0.426862738843086,"A110_P1","Dryobates pubescens",110,"P1","LAT","O","48.46",2.307619,"km/year",21,4.157825,10.5773,1983,2003,"TWO","OPPORTUNISTIC","yes",135,"moderate","occurrence-based",4.83535528729587,"vertebrate","N",2.307619,4.157825,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(99,254]","S22829","Animalia","Chordata","Aves","Piciformes","Picidae","Dryobates","Bird","T",-86.04609649,50.457949,-88.9607676343188,56.8980646002012,-82.478625105664,41.971496954321,1.850206,1.850206,1.850206,0.46333071054869,"pos","pospos","pos","pospos",3.69449428945131,3.69449428945131,3.69449428945131
"Dryobates pubescens",-111.173864,46.071805,0.5796,0.5796,0.321119045398849,-0.414240304596256,"Lawrence & Fraser","Microsatellite",950471.775974673,0.584392733748518,0.341502812556467,-0.398475564656832,"A122_P1","Dryobates pubescens",122,"P1","LAT","O","47.2",1.18,"km/year",40,1.960697,NA,1966,2005,"CONTINUOUS","PROCESSED","no",290,"large","abundance-based",7.00895987073912,"vertebrate","N",1.18,1.960697,"pos","(1.94e+03,1.97e+03]","(62.4,1.23e+04]","(254,924]","S22838","Animalia","Chordata","Aves","Piciformes","Picidae","Dryobates","Bird","T",-100.5980377,42.16184606,-146.01895861295,62.4869744822866,-80.9158458881772,24.7674231236783,0.780697,0.780697,0.780697,0.147665281738052,"pos","pospos","pos","pospos",1.81303171826195,1.81303171826195,1.81303171826195
"Dryobates pubescens",-90.538918,37.873981,0.58,0.58,0.322760799974166,-0.412970576889689,"Lawrence & Fraser","Microsatellite",869542.543714396,0.584239573033801,0.340848799748745,-0.398981376058183,"A162_P1","Dryobates pubescens",162,"P1","LAT","O","-0.28",-1.355261,"km/year",23,1.477767,NA,1979.5,2001.5,"TWO","OPPORTUNISTIC","no",277,"moderate","abundance-based",5.30691430673355,"vertebrate","N",1.355261,1.477767,"pos","(1.97e+03,1.99e+03]","(62.4,1.23e+04]","(254,924]","S22832","Animalia","Chordata","Aves","Piciformes","Picidae","Dryobates","Bird","T",-100.02658655,40.50261078,-100.048893021396,51.0916501847083,-99.2142355066633,29.2612526817659,2.833028,1.477767,0,-0.666954786443904,"neg","negpos","neg","negpos",2.1447217864439,1.477767,0
"Dryobates pubescens",-90.538918,37.873981,0.58,0.58,0.322760799974166,-0.412970576889689,"Lawrence & Fraser","Microsatellite",786833.805791706,0.584034179257853,0.339972998011728,-0.399658718303893,"A231_P1","Dryobates pubescens",231,"P1","LAT","O","113",1.572506e-16,"km/year",44,1.34475,NA,1969,2012,"CONTINUOUS","PROCESSED","no",57,"small","abundance-based",6.71101409730255,"vertebrate","N",1.572506e-16,1.34475,"pos","(1.94e+03,1.97e+03]","(62.4,1.23e+04]","[1,99]","S22826","Animalia","Chordata","Aves","Piciformes","Picidae","Dryobates","Bird","T",-99.37170222,39.38407759,-95.1513227421508,49.3904282981275,-80.6951847460791,25.0982034678158,1.34475,1.34475,1.34475,0.106405157489563,"pos","pospos","pos","pospos",1.23834484251044,1.23834484251044,1.23834484251044
